,time,L_X,L_Y,L_P,L_V,R_X,R_Y,R_P,R_V,Event
14241,679724.757,944.5484733581544,534.8920655250549,3.1199493408203125,True,937.6696014404296,519.3029165267944,3.2772674560546875,True,
14242,679728.112,943.051528930664,547.1726024150848,3.086029052734375,True,933.567352294922,510.3011226654053,3.312835693359375,True,
14243,679731.471,941.7008972167968,543.9563977718353,3.0924835205078125,True,937.1670913696288,513.979332447052,3.291351318359375,True,
14244,679734.735,943.378200531006,536.6319394111633,3.1293487548828125,True,936.2965965270996,509.0421795845032,3.3120880126953125,True,
14245,679738.094,943.3827209472656,536.4797616004944,3.128631591796875,True,943.3497619628906,523.5631227493286,3.2584381103515625,True,
14246,679741.437,942.1277618408204,535.5743551254272,3.1229705810546875,True,939.375343322754,532.9057717323303,3.2506103515625,True,
14247,679744.796,949.1950035095216,542.1879744529724,3.0945587158203125,True,937.4504470825196,517.8164792060852,3.289886474609375,True,
14248,679748.062,936.123161315918,538.6345839500427,3.101715087890625,True,937.9859161376952,527.1474123001099,3.250152587890625,True,
14249,679751.4,936.0104370117188,543.7635362148285,3.09490966796875,True,943.9986991882324,530.3997945785522,3.2506561279296875,True,
14250,679754.765,932.0917510986328,524.5761609077454,3.141342163085937,True,934.936637878418,524.5311641693115,3.278305053710937,True,
14251,679758.122,938.9633560180664,534.5819163322449,3.129013061523437,True,932.702465057373,535.1673245429993,3.237640380859375,True,
14252,679761.481,934.0481185913086,539.8033404350281,3.111053466796875,True,929.4310569763184,526.627471446991,3.269683837890625,True,
14253,679764.748,937.287769317627,542.4428594112396,3.08941650390625,True,921.5634727478028,520.8892607688904,3.2793426513671875,True,
14254,679768.093,936.8454551696776,539.2402696609497,3.0982666015625,True,930.5279731750488,531.601767539978,3.2470245361328125,True,
14255,679771.449,935.3006172180176,539.953715801239,3.108428955078125,True,930.1887130737304,536.2375903129578,3.2345733642578125,True,
14256,679774.809,933.6927795410156,541.617693901062,3.106536865234375,True,930.1621055603028,519.880793094635,3.289413452148437,True,
14257,679778.071,933.9800834655762,540.2475142478943,3.099365234375,True,941.3348007202148,538.4352207183838,3.2240447998046875,True,
14258,679781.418,934.4923210144044,543.0111765861511,3.0839385986328125,True,934.7792816162108,517.0497965812683,3.30230712890625,True,
14259,679784.774,935.6315231323242,547.461154460907,3.07757568359375,True,937.7251625061036,510.2543878555298,3.331161499023437,True,
14260,679788.134,936.9570922851562,543.315178155899,3.0968170166015625,True,933.0862998962402,525.3154850006104,3.29229736328125,True,
14261,679791.412,938.082389831543,557.772102355957,3.04864501953125,True,936.9626998901368,529.1418814659119,3.2678375244140625,True,
14262,679794.747,934.6725654602052,546.1234188079834,3.0757293701171875,True,935.4368019104004,517.4300479888916,3.31060791015625,True,
14263,679798.103,930.8002853393556,533.783175945282,3.1175079345703125,True,930.164794921875,518.6142539978027,3.3019256591796875,True,
14264,679801.461,936.518783569336,542.779369354248,3.0853271484375,True,918.4887313842772,509.2406415939331,3.321319580078125,True,
14265,679804.729,934.6468734741212,543.7069201469421,3.1042938232421875,True,930.8266639709472,525.0880551338196,3.279327392578125,True,
14266,679808.067,933.4970855712892,539.6912670135498,3.0971221923828125,True,928.4925270080566,513.721969127655,3.31134033203125,True,
14267,679811.428,935.8133125305176,545.3554809093475,3.087158203125,True,929.4144630432128,523.8643884658813,3.2849273681640625,True,
14268,679814.787,954.5161628723145,546.568751335144,3.0935821533203125,True,937.5007438659668,521.4683604240417,3.2964019775390625,True,
14269,679818.062,951.1689949035645,538.6918115615845,3.1195068359375,True,935.2167892456056,518.6559677124023,3.298126220703125,True,
14270,679821.409,946.9426345825196,541.7738306522369,3.102508544921875,True,940.2070426940918,520.2157258987427,3.2947540283203125,True,
